nsecode,name,bsecode,per_chg,close,volume
IPCALAB,Ipca Laboratories Limited,524494,7.73,1241.45,2036820
GLENMARK,Glenmark Pharmaceuticals Limited,532296,7.65,872.25,8741874
FEDERALBNK,The Federal Bank  Limited,500469,5.17,164.7,51750478
WIPRO,Wipro Limited,507685,4.73,543.0,17471322
METROPOLIS,Metropolis Healthcare Ltd,542650,4.58,1785.9,546173
BIOCON,Biocon Limited,532523,4.58,286.85,12781234
GRANULES,Granules India Limited,532482,4.54,455.75,4586805
M&M,Mahindra & Mahindra Limited,500520,3.99,1835.55,7188957
SBILIFE,SBI Life Insurance Company Ltd,540719,3.79,1508.45,2008339
MCX,Multi Commodity Exchange Of India Limited,534091,3.78,3584.75,796661
NATIONALUM,National Aluminium Company Limited,532234,3.5,162.75,83551233
MPHASIS,Mphasis Limited,526299,3.45,2801.95,1103339
TATACOMM,Tata Communications Limited,500483,3.3,1812.35,1911155
INDIACEM,The India Cements Limited,530005,3.29,243.35,3352123
ACC,Acc Limited,500410,3.14,2720.4,1169085
ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,3.14,1306.85,5476230
