nsecode,name,bsecode,close,per_chg,volume
ASTRAL,Astral Ltd,532830,1592.0,8.74,12371579
CONCOR,Container Corporation Of India Limited,531344,533.65,4.22,4783981
APLAPOLLO,Apl Apollo Tubes Limited,533758,2064.3,3.36,825819
RADICO,Radico Khaitan Limited,532497,4675.2,3.14,400827
