nsecode,name,bsecode,close,per_chg,volume
BHEL,Bharat Heavy Electricals Limited,500103,435.4,4.18,55731908
SRF,Srf Limited,503806,2889.3,4.1,1533270
PGEL,Pg Electroplast Limited,533581,620.95,3.53,4843856
