bsecode,close,name,nsecode,per_chg,volume
500495,1837.4,Escorts Limited,ESCORTS,4.69,1044126.0
532286,419.65,Jindal Steel & Power Limited,JINDALSTEL,4.14,7885103.0
532720,206.45,Mahindra & Mahindra Financial Services Limited,M&MFIN,3.95,7815110.0
500670,746.4,Gujarat Narmada Valley Fertilizers And Chemicals Limited,GNFC,3.12,2172471.0
500300,1675.25,Grasim Industries Limited,GRASIM,3.1,1347528.0
