nsecode,name,bsecode,per_chg,close,volume
HINDCOPPER,Hindustan Copper Limited,513599,14.88,270.25,109261702
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,9.38,417.65,38250324
NATIONALUM,National Aluminium Company Limited,532234,9.12,128.6,107273076
SAIL,Steel Authority Of India Limited,500113,6.41,122.85,112886813
BHEL,Bharat Heavy Electricals Limited,500103,5.85,192.6,80428777
IOC,Indian Oil Corporation Limited,530965,5.25,133.25,54672874
TATACOMM,Tata Communications Limited,500483,4.36,1807.45,1412545
IEX,Indian Energy Exchange Ltd,540750,4.36,161.5,36602674
COALINDIA,Coal India Limited,533278,4.2,380.95,28310022
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,4.09,381.45,5140721
GMRINFRA,Gmr Infrastructure Limited,532754,4.09,76.3,44621995
LUPIN,Lupin Limited,500257,4.03,1339.95,3519154
PNB,Punjab National Bank,532461,4.03,95.5,178967353
L&TFH,L&t Finance Holdings Limited,533519,3.91,162.15,12220252
IPCALAB,Ipca Laboratories Limited,524494,3.84,1099.75,1535682
GAIL,Gail (india) Limited,532155,3.46,157.1,37181228
