nsecode,name,bsecode,close,per_chg,volume
SONACOMS,Sona BLW Precision Forgings Ltd,543300,763.75,6.0,7777881
TVSMOTOR,Tvs Motor Company Limited,532343,4208.4,3.26,2913373
