nsecode,name,bsecode,close,per_chg,volume
ZYDUSLIFE,Zydus Lifesciences Ltd,532321,1191.0,6.43,8187351
POLICYBZR,PB Fintech Ltd,543390,1733.0,6.32,3116309
NAUKRI,Info Edge (india) Limited,532777,1360.0,6.08,9948602
MCX,Multi Commodity Exchange Of India Limited,534091,2895.0,4.92,4190150
OIL,Oil India Limited,533106,470.35,3.83,11117093
