nsecode,name,bsecode,per_chg,close,volume
BHEL,Bharat Heavy Electricals Limited,500103,12.29,136.15,192280009
INDIACEM,The India Cements Limited,530005,10.41,260.95,16781939
MCX,Multi Commodity Exchange Of India Limited,534091,8.04,1824.0,2070446
SAIL,Steel Authority Of India Limited,500113,6.89,96.95,52388079
NMDC,Nmdc Limited,526371,6.05,130.5,39389920
GAIL,Gail (india) Limited,532155,5.52,121.35,31991938
HINDCOPPER,Hindustan Copper Limited,513599,5.46,167.1,23024424
NTPC,Ntpc Limited,532555,4.72,230.7,29859815
NATIONALUM,National Aluminium Company Limited,532234,4.46,98.35,18982813
ONGC,Oil & Natural Gas Corporation Limited,500312,4.36,181.75,22460960
TATAPOWER,Tata Power Company Limited,500400,4.18,255.35,28052910
PNB,Punjab National Bank,532461,3.81,65.4,120297728
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,3.71,181.7,13256940
BSOFT,Birlasoft Ltd,532400,3.66,528.35,3248231
TATACOMM,Tata Communications Limited,500483,3.54,1852.4,1682163
BEL,Bharat Electronics Limited,500049,3.49,137.85,23415545
JSWSTEEL,Jsw Steel Limited,500228,3.43,806.4,3513798
TATASTEEL,Tata Steel Limited,500470,3.38,127.05,76460408
POWERGRID,Power Grid Corporation Of India Limited,532898,3.13,252.2,9840543
