nsecode,name,bsecode,per_chg,close,volume
BIOCON,Biocon Limited,532523,9.01,332.75,17874585
EXIDEIND,Exide Industries Limited,500086,7.49,527.85,15257519
GAIL,Gail (india) Limited,532155,6.53,207.9,41316996
GRANULES,Granules India Limited,532482,6.27,468.3,4566354
ABCAPITAL,Aditya Birla Capital Ltd,540691,6.03,228.55,10473506
ABFRL,Aditya Birla Fashion And Retail Limited,535755,5.64,322.2,21111742
MANAPPURAM,Manappuram Finance Limited,531213,5.49,177.75,10796788
PETRONET,Petronet Lng Limited,532522,5.09,302.4,5621039
GODREJPROP,Godrej Properties Limited,533150,4.8,2796.4,941641
LICHSGFIN,Lic Housing Finance Limited,500253,4.62,651.05,2171720
DLF,Dlf Limited,532868,4.16,829.15,5439648
TECHM,Tech Mahindra Limited,532755,3.99,1317.45,3205121
GUJGASLTD,Gujarat Gas Limited,539336,3.8,571.1,1837974
SBILIFE,SBI Life Insurance Company Ltd,540719,3.79,1442.85,2227021
BHARATFORG,Bharat Forge Limited,500493,3.71,1557.05,1052271
SHRIRAMFIN,Shriram Finance Ltd,511218,3.66,2474.8,2100297
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,3.66,1335.7,1742305
PERSISTENT,Persistent Systems Limited,533179,3.57,3694.35,314456
IEX,Indian Energy Exchange Ltd,540750,3.57,162.55,33813919
MGL,Mahanagar Gas Limited,539957,3.46,1360.2,337940
BANKBARODA,Bank Of Baroda,532134,3.42,268.9,31690680
OBEROIRLTY,Oberoi Realty Limited,533273,3.21,1904.25,816594
IGL,Indraprastha Gas Limited,532514,3.12,460.6,5942798
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,3.01,402.35,1850692
