nsecode,name,bsecode,per_chg,close,volume
GODREJPROP,Godrej Properties Limited,533150,7.98,2216.15,3733260
DLF,Dlf Limited,532868,6.39,761.4,13312567
OBEROIRLTY,Oberoi Realty Limited,533273,5.09,1533.3,2014137
HINDCOPPER,Hindustan Copper Limited,513599,4.71,278.05,28522450
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,4.57,1297.25,2922785
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,4.21,216.45,20981115
INDIACEM,The India Cements Limited,530005,3.86,273.1,11686203
TATACONSUM,TATA Consumer Products Ltd,500800,3.74,1125.55,2777186
UBL,United Breweries Limited,532478,3.7,1892.4,490520
NTPC,Ntpc Limited,532555,3.56,317.1,40057506
CONCOR,Container Corporation Of India Limited,531344,3.53,913.3,4075191
AUBANK,AU Small Finance Bank,540611,3.5,797.35,2624482
ACC,Acc Limited,500410,3.42,2358.2,853756
TATAPOWER,Tata Power Company Limited,500400,3.41,337.85,26968463
L&TFH,L&t Finance Holdings Limited,533519,3.28,171.6,7364747
GMRINFRA,Gmr Infrastructure Limited,532754,3.24,84.45,91736436
PFC,Power Finance Corporation Limited,532810,3.22,405.75,19291259
ONGC,Oil & Natural Gas Corporation Limited,500312,3.07,214.65,31054419
