nsecode,name,bsecode,close,per_chg,volume
HINDZINC,Hindustan Zinc Limited,500188,596.95,6.05,13488635
PNBHOUSING,Pnb Housing Finance Limited,540173,1121.6,3.85,5097089
SONACOMS,Sona BLW Precision Forgings Ltd,543300,814.6,3.51,3622373
SHRIRAMFIN,Shriram Finance Ltd,511218,1122.4,3.23,6684889
360ONE,360 ONE WAM Ltd,542772,1192.0,3.2,1854520
