nsecode,name,bsecode,close,per_chg,volume
NMDC,Nmdc Limited,526371,92.37,4.98,73822842
NBCC,Nbcc (india) Limited,534309,104.4,4.13,47025842
TECHM,Tech Mahindra Limited,532755,1543.2,4.0,5243443
COALINDIA,Coal India Limited,533278,472.6,3.21,47716517
