nsecode,name,bsecode,per_chg,close,volume
OIL,Oil India Limited,533106,9.35,490.5,29364980
BEL,Bharat Electronics Limited,500049,8.91,453.0,71986647
ONGC,Oil & Natural Gas Corporation Limited,500312,8.32,268.58,73427983
MCX,Multi Commodity Exchange Of India Limited,534091,7.24,2593.0,7308758
NATIONALUM,National Aluminium Company Limited,532234,5.6,406.15,22117381
COALINDIA,Coal India Limited,533278,5.0,444.05,17496873
BHEL,Bharat Heavy Electricals Limited,500103,4.82,259.65,8340263
PETRONET,Petronet Lng Limited,532522,4.66,290.65,3100244
TVSMOTOR,Tvs Motor Company Limited,532343,4.5,3728.4,2151909
VEDL,Vedanta Limited,500295,4.49,737.1,26645434
UNIONBANK,Union Bank Of India,532477,3.84,181.93,23047432
HINDALCO,Hindalco Industries Limited,500440,3.78,998.2,12615677
ASTRAL,Astral Ltd,532830,3.74,1452.9,407841
JINDALSTEL,Jindal Steel Ltd,532286,3.58,1119.4,2783493
NMDC,Nmdc Limited,526371,3.4,81.52,32245504
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,3.31,433.25,5268771
VOLTAS,Voltas Limited,500575,3.18,1372.9,744898
MFSL,Max Financial Services Limited,500271,3.0,1623.9,752975
