nsecode,name,bsecode,per_chg,close,volume
BHEL,Bharat Heavy Electricals Limited,500103,12.43,264.55,246246357
SAIL,Steel Authority Of India Limited,500113,6.5,141.65,122158785
IEX,Indian Energy Exchange Ltd,540750,6.37,153.55,35459341
AUROPHARMA,Aurobindo Pharma Limited,524804,6.28,1090.9,3893794
HINDCOPPER,Hindustan Copper Limited,513599,4.37,284.0,11993501
TATACOMM,Tata Communications Limited,500483,4.15,1984.55,2194110
SUNTV,Sun Tv Network Limited,532733,4.1,639.05,536739
NMDC,Nmdc Limited,526371,3.9,240.05,16560917
TATAPOWER,Tata Power Company Limited,500400,3.8,391.75,25814019
NATIONALUM,National Aluminium Company Limited,532234,3.7,166.75,36939883
GAIL,Gail (india) Limited,532155,3.64,190.85,52923468
IOC,Indian Oil Corporation Limited,530965,3.45,175.25,28643745
PEL,Piramal Enterprises Limited,500302,3.33,966.85,1995591
MFSL,Max Financial Services Limited,500271,3.32,1000.6,1164390
ONGC,Oil & Natural Gas Corporation Limited,500312,3.2,279.2,22280353
NTPC,Ntpc Limited,532555,3.01,353.85,38075510
PETRONET,Petronet Lng Limited,532522,3.01,291.2,7600375
