nsecode,name,bsecode,per_chg,close,volume
NATIONALUM,National Aluminium Company Limited,532234,7.29,189.85,31279139
ADANIENT,Adani Enterprises Limited,512599,5.49,3037.55,5725807
SAIL,Steel Authority Of India Limited,500113,4.84,164.65,39072871
VEDL,Vedanta Limited,500295,4.47,432.55,22195946
ACC,Acc Limited,500410,4.22,2463.5,747111
JINDALSTEL,Jindal Steel & Power Limited,532286,4.15,978.45,6840175
M&M,Mahindra & Mahindra Limited,500520,3.92,2269.9,3830189
HAL,Hindustan Aeronautics Ltd,541154,3.9,4074.7,2964966
AMBUJACEM,Ambuja Cements Limited,500425,3.74,610.2,3537595
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,542830,3.69,1026.65,2536531
INDUSTOWER,Indus Towers Ltd (Bharti Infratel),534816,3.41,339.5,8910910
HINDCOPPER,Hindustan Copper Limited,513599,3.39,379.25,9772990
TVSMOTOR,Tvs Motor Company Limited,532343,3.2,2134.8,1387841
CANBK,Canara Bank,532483,3.13,566.55,9219466
BIOCON,Biocon Limited,532523,3.07,310.9,7379389
CUB,City Union Bank Limited,532210,3.03,154.7,1760192
