nsecode,name,bsecode,per_chg,close,volume
NBCC,Nbcc (india) Limited,534309,8.23,99.81,17809802
SHRIRAMFIN,Shriram Finance Ltd,511218,7.4,645.95,9560644
INDHOTEL,The Indian Hotels Company Limited,500850,7.01,769.15,11194626
ABCAPITAL,Aditya Birla Capital Ltd,540691,6.4,205.54,4882715
TATASTEEL,Tata Steel Limited,500470,6.2,151.63,47087413
HDFCAMC,HDFC Asset Management Company Ltd,541729,6.03,4529.1,427065
LTF,L&T Finance Ltd,533519,5.99,171.2,5007023
LODHA,Macrotech Developers Ltd,543287,5.76,1305.4,1038362
JSWSTEEL,Jsw Steel Limited,500228,5.04,1005.2,1335817
PEL,Piramal Enterprises Limited,500302,4.98,1062.3,801283
GMRAIRPORT,GMR Airports Ltd,532754,4.58,88.06,19514300
RBLBANK,Rbl Bank Limited,540065,4.57,205.82,7377602
AXISBANK,Axis Bank Limited,532215,4.51,1203.0,7616208
ASHOKLEY,Ashok Leyland Limited,500477,4.36,231.28,3672194
CHOLAFIN,Cholamandalam Investment And Finance Company Limited,511243,4.33,1579.2,825674
IDFCFIRSTB,IDFC First Bank Ltd,539437,4.33,69.08,35272346
RELIANCE,Reliance Industries Limited,500325,4.31,1436.5,10674081
ICICIBANK,Icici Bank Limited,532174,4.29,1448.5,9925445
ADANIPORTS,Adani Ports And Special Economic Zone Limited,532921,4.27,1362.1,3662785
UNIONBANK,Union Bank Of India,532477,4.24,128.11,19027370
LT,Larsen & Toubro Limited,500510,4.16,3587.2,3147384
M&M,Mahindra & Mahindra Limited,500520,4.11,3104.7,2166730
GRASIM,Grasim Industries Limited,500300,4.1,2742.8,498304
BAJAJFINSV,Bajaj Finserv Limited,532978,4.08,2050.4,1057561
PAYTM,One 97 Communications Ltd,543396,4.01,866.05,5038702
PNBHOUSING,Pnb Housing Finance Limited,540173,3.85,1070.8,1267561
GODREJCP,Godrej Consumer Products Limited,532424,3.82,1289.5,1386761
FEDERALBNK,The Federal Bank  Limited,500469,3.77,194.45,6284131
POONAWALLA,Poonawalla Fincorp Ltd,524000,3.64,385.55,1626182
INDIANB,Indian Bank,532814,3.63,572.1,1342420
HDFCBANK,Hdfc Bank Limited,500180,3.57,1957.2,9309486
APLAPOLLO,Apl Apollo Tubes Limited,533758,3.45,1712.8,875263
DALBHARAT,Dalmia Bharat Limited,533309,3.34,1980.9,138596
CANBK,Canara Bank,532483,3.3,100.86,49391352
PIDILITIND,Pidilite Industries Limited,500331,3.24,3076.5,365652
NYKAA,FSN E-Commerce Ventures Ltd,543384,3.08,198.97,3248718
SBILIFE,SBI Life Insurance Company Ltd,540719,3.04,1751.5,728808
