nsecode,name,bsecode,per_chg,close,volume
AUBANK,AU Small Finance Bank,540611,9.18,865.2,20074420
RBLBANK,Rbl Bank Limited,540065,9.07,326.65,101896918
IDFCFIRSTB,IDFC First Bank Ltd,539437,7.03,76.93,103343278
FEDERALBNK,The Federal Bank  Limited,500469,6.92,227.08,55614063
BANKINDIA,Bank Of India,532149,5.41,129.77,27195370
INDIANB,Indian Bank,532814,4.02,813.8,3399979
CIPLA,Cipla Limited,500087,3.9,1639.1,3372906
PNB,Punjab National Bank,532461,3.87,118.1,39131377
BANDHANBNK,Bandhan Bank Ltd,541153,3.73,166.99,11102986
RELIANCE,Reliance Industries Limited,500325,3.53,1466.8,24721978
UNIONBANK,Union Bank Of India,532477,3.39,141.33,18095188
SAMMAANCAP,Sammaan Capital Ltd,535789,3.14,171.99,23814623
