nsecode,name,bsecode,per_chg,close,volume
MANAPPURAM,Manappuram Finance Limited,531213,7.23,150.5,41640489
OBEROIRLTY,Oberoi Realty Limited,533273,5.62,1302.7,2009159
EICHERMOT,Eicher Motors Limited,505200,5.57,3848.3,1914550
MPHASIS,Mphasis Limited,526299,5.47,2269.05,1140405
NAUKRI,Info Edge (india) Limited,532777,5.12,4743.6,545292
BSOFT,Birlasoft Ltd,532400,5.01,612.45,4323893
MCX,Multi Commodity Exchange Of India Limited,534091,4.77,2907.0,3994944
L&TFH,L&t Finance Holdings Limited,533519,4.19,150.45,20165968
GNFC,Gujarat Narmada Valley Fertilizers And Chemicals Limited,500670,4.02,707.15,4104309
TECHM,Tech Mahindra Limited,532755,3.75,1173.75,2816201
HINDALCO,Hindalco Industries Limited,500440,3.67,505.4,11674265
SHRIRAMFIN,Shriram Finance Ltd,511218,3.45,2035.75,1269373
LICHSGFIN,Lic Housing Finance Limited,500253,3.42,466.15,3248840
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,3.41,313.6,8865147
ICICIPRULI,Icici Prudential Life Insurance Company Limited,540133,3.31,543.25,1701447
LTTS,L&t Technology Services Limited,540115,3.13,4391.0,236115
APOLLOTYRE,Apollo Tyres Limited,500877,3.09,428.3,2601327
