nsecode,name,bsecode,per_chg,close,volume
GAIL,Gail (india) Limited,532155,6.37,208.92,40549292
DEEPAKNTR,Deepak Nitrite Limited,506401,5.6,2846.1,356455
BEL,Bharat Electronics Limited,500049,5.41,301.85,52804364
HDFCAMC,HDFC Asset Management Company Ltd,541729,4.76,4498.45,618525
GRANULES,Granules India Limited,532482,4.73,576.45,6689253
HINDPETRO,Hindustan Petroleum Corporation Limited,500104,4.47,391.6,8284664
CROMPTON,Crompton Greaves Consumer Electricals Limited,539876,4.4,402.45,1168854
TCS,Tata Consultancy Services Limited,532540,4.24,4139.65,3792017
NATIONALUM,National Aluminium Company Limited,532234,4.23,244.98,34528763
SYNGENE,Syngene International Limited,539268,4.16,903.85,2578079
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,500085,3.99,503.4,2716343
INFY,Infosys Limited,500209,3.96,1823.7,10421494
TECHM,Tech Mahindra Limited,532755,3.73,1693.55,3164061
WIPRO,Wipro Limited,507685,3.72,563.9,9777442
HCLTECH,Hcl Technologies Limited,532281,3.66,1838.4,3477029
CUMMINSIND,Cummins India Limited,500480,3.65,3611.65,884916
NAVINFLUOR,Navin Fluorine International Limited,532504,3.56,3495.8,185776
TATAPOWER,Tata Power Company Limited,500400,3.5,449.3,12638381
COROMANDEL,Coromandel International Limited,506395,3.41,1726.1,330133
INDIGO,Interglobe Aviation Limited,539448,3.07,4061.95,1106076
HAL,Hindustan Aeronautics Ltd,541154,3.01,4390.15,1228872
PETRONET,Petronet Lng Limited,532522,3.0,344.65,2290731
